SDR Valuations,,,,,
,,,,,
Report date,Currency Unit,Currency amount under Rule O-1,Exchange rate,U.S. Dollar equivalent,Percent change in exchange rate against U.S. dollar from previous calculation
31-Dec-81,U.S. dollar,0.54,1,0.54,0
,,,,1.163962,
,,,     U.S.$1.00 = SDR,0.859135,
,,,       SDR1 = US$,1.16396,0.191
,,,,,
04-Jan-82,Deutsche mark,0.46,2.2334,0.205964,0.855
04-Jan-82,French franc,0.74,5.655,0.130858,1.061
04-Jan-82,Japanese yen,34,217.5,0.156322,0.989
04-Jan-82,U.K. pound,0.071,1.9333,0.137264,1.326
04-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.170408,
,,,     U.S.$1.00 = SDR,0.854403,
,,,       SDR1 = US$,1.17041,0.554
,,,,,
05-Jan-82,Deutsche mark,0.46,2.2545,0.204036,-0.936
05-Jan-82,French franc,0.74,5.72,0.129371,-1.136
05-Jan-82,Japanese yen,34,219.15,0.155145,-0.753
05-Jan-82,U.K. pound,0.071,1.919,0.136249,-0.74
05-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.164801,
,,,     U.S.$1.00 = SDR,0.858516,
,,,       SDR1 = US$,1.1648,-0.479
,,,,,
06-Jan-82,Deutsche mark,0.46,2.2478,0.204645,0.298
06-Jan-82,French franc,0.74,5.7087,0.129627,0.198
06-Jan-82,Japanese yen,34,219.39,0.154975,-0.109
06-Jan-82,U.K. pound,0.071,1.9238,0.13659,0.25
06-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.165837,
,,,     U.S.$1.00 = SDR,0.857753,
,,,       SDR1 = US$,1.16584,0.089
,,,,,
07-Jan-82,Deutsche mark,0.46,2.262,0.20336,-0.628
07-Jan-82,French franc,0.74,5.744,0.12883,-0.615
07-Jan-82,Japanese yen,34,221.32,0.153624,-0.872
07-Jan-82,U.K. pound,0.071,1.9143,0.135915,-0.494
07-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.161729,
,,,     U.S.$1.00 = SDR,0.860786,
,,,       SDR1 = US$,1.16173,-0.353
,,,,,
08-Jan-82,Deutsche mark,0.46,2.2605,0.203495,0.066
08-Jan-82,French franc,0.74,5.7412,0.128893,0.049
08-Jan-82,Japanese yen,34,221.72,0.153347,-0.18
08-Jan-82,U.K. pound,0.071,1.9155,0.136001,0.063
08-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.161736,
,,,     U.S.$1.00 = SDR,0.860781,
,,,       SDR1 = US$,1.16174,0.001
,,,,,
11-Jan-82,Deutsche mark,0.46,2.2715,0.202509,-0.484
11-Jan-82,French franc,0.74,5.761,0.12845,-0.344
11-Jan-82,Japanese yen,34,222.86,0.152562,-0.512
11-Jan-82,U.K. pound,0.071,1.9006,0.134943,-0.778
11-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.158464,
,,,     U.S.$1.00 = SDR,0.863212,
,,,       SDR1 = US$,1.15846,-0.282
,,,,,
12-Jan-82,Deutsche mark,0.46,2.295,0.200436,-1.024
12-Jan-82,French franc,0.74,5.829,0.126951,-1.167
12-Jan-82,Japanese yen,34,223.36,0.152221,-0.224
12-Jan-82,U.K. pound,0.071,1.8764,0.133224,-1.273
12-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.152832,
,,,     U.S.$1.00 = SDR,0.867429,
,,,       SDR1 = US$,1.15283,-0.486
,,,,,
13-Jan-82,Deutsche mark,0.46,2.2801,0.201746,0.653
13-Jan-82,French franc,0.74,5.7915,0.127773,0.648
13-Jan-82,Japanese yen,34,223.15,0.152364,0.094
13-Jan-82,U.K. pound,0.071,1.878,0.133338,0.085
13-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.155221,
,,,     U.S.$1.00 = SDR,0.865635,
,,,       SDR1 = US$,1.15522,0.207
,,,,,
14-Jan-82,Deutsche mark,0.46,2.304,0.199653,-1.037
14-Jan-82,French franc,0.74,5.851,0.126474,-1.017
14-Jan-82,Japanese yen,34,225.23,0.150957,-0.924
14-Jan-82,U.K. pound,0.071,1.8594,0.132017,-0.99
14-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.149101,
,,,     U.S.$1.00 = SDR,0.870246,
,,,       SDR1 = US$,1.1491,-0.53
,,,,,
15-Jan-82,Deutsche mark,0.46,2.3,0.2,0.174
15-Jan-82,French franc,0.74,5.841,0.126691,0.171
15-Jan-82,Japanese yen,34,223.55,0.152091,0.752
15-Jan-82,U.K. pound,0.071,1.8745,0.13309,0.812
15-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.151872,
,,,     U.S.$1.00 = SDR,0.868152,
,,,       SDR1 = US$,1.15187,0.241
,,,,,
18-Jan-82,Deutsche mark,0.46,2.3055,0.199523,-0.239
18-Jan-82,French franc,0.74,5.867,0.126129,-0.443
18-Jan-82,Japanese yen,34,224.8,0.151246,-0.556
18-Jan-82,U.K. pound,0.071,1.87,0.13277,-0.24
18-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.149668,
,,,     U.S.$1.00 = SDR,0.869816,
,,,       SDR1 = US$,1.14967,-0.191
,,,,,
19-Jan-82,Deutsche mark,0.46,2.2871,0.201128,0.805
19-Jan-82,French franc,0.74,5.815,0.127257,0.894
19-Jan-82,Japanese yen,34,224.35,0.151549,0.201
19-Jan-82,U.K. pound,0.071,1.8953,0.134566,1.353
19-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.1545,
,,,     U.S.$1.00 = SDR,0.866176,
,,,       SDR1 = US$,1.1545,0.42
,,,,,
20-Jan-82,Deutsche mark,0.46,2.3035,0.199696,-0.712
20-Jan-82,French franc,0.74,5.8547,0.126394,-0.678
20-Jan-82,Japanese yen,34,225.2,0.150977,-0.377
20-Jan-82,U.K. pound,0.071,1.8853,0.133856,-0.528
20-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.150923,
,,,     U.S.$1.00 = SDR,0.868868,
,,,       SDR1 = US$,1.15092,-0.31
,,,,,
21-Jan-82,Deutsche mark,0.46,2.3085,0.199264,-0.217
21-Jan-82,French franc,0.74,5.8642,0.126189,-0.162
21-Jan-82,Japanese yen,34,225.62,0.150696,-0.186
21-Jan-82,U.K. pound,0.071,1.8867,0.133956,0.074
21-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.150105,
,,,     U.S.$1.00 = SDR,0.869486,
,,,       SDR1 = US$,1.15011,-0.07
,,,,,
22-Jan-82,Deutsche mark,0.46,2.3017,0.199852,0.295
22-Jan-82,French franc,0.74,5.8562,0.126362,0.137
22-Jan-82,Japanese yen,34,226.4,0.150177,-0.345
22-Jan-82,U.K. pound,0.071,1.87,0.13277,-0.885
22-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.149161,
,,,     U.S.$1.00 = SDR,0.8702,
,,,       SDR1 = US$,1.14916,-0.083
,,,,,
25-Jan-82,Deutsche mark,0.46,2.335,0.197002,-1.426
25-Jan-82,French franc,0.74,5.94,0.124579,-1.411
25-Jan-82,Japanese yen,34,229.35,0.148245,-1.286
25-Jan-82,U.K. pound,0.071,1.8537,0.131613,-0.872
25-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.141439,
,,,     U.S.$1.00 = SDR,0.876087,
,,,       SDR1 = US$,1.14144,-0.672
,,,,,
26-Jan-82,Deutsche mark,0.46,2.3403,0.196556,-0.226
26-Jan-82,French franc,0.74,5.96,0.124161,-0.336
26-Jan-82,Japanese yen,34,229.32,0.148264,0.013
26-Jan-82,U.K. pound,0.071,1.8521,0.131499,-0.086
26-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.14048,
,,,     U.S.$1.00 = SDR,0.876824,
,,,       SDR1 = US$,1.14048,-0.084
,,,,,
27-Jan-82,Deutsche mark,0.46,2.309,0.19922,1.356
27-Jan-82,French franc,0.74,5.8675,0.126118,1.576
27-Jan-82,Japanese yen,34,227.8,0.149254,0.667
27-Jan-82,U.K. pound,0.071,1.8757,0.133175,1.274
27-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.147767,
,,,     U.S.$1.00 = SDR,0.871257,
,,,       SDR1 = US$,1.14777,0.639
,,,,,
28-Jan-82,Deutsche mark,0.46,2.3295,0.197467,-0.88
28-Jan-82,French franc,0.74,5.9225,0.124947,-0.929
28-Jan-82,Japanese yen,34,230.7,0.147378,-1.257
28-Jan-82,U.K. pound,0.071,1.868,0.132628,-0.411
28-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.14242,
,,,     U.S.$1.00 = SDR,0.875335,
,,,       SDR1 = US$,1.14242,-0.466
,,,,,
29-Jan-82,Deutsche mark,0.46,2.3083,0.199281,0.918
29-Jan-82,French franc,0.74,5.8737,0.125985,0.831
29-Jan-82,Japanese yen,34,228.42,0.148849,0.998
29-Jan-82,U.K. pound,0.071,1.8835,0.133729,0.83
29-Jan-82,U.S. dollar,0.54,1,0.54,0
,,,,1.147844,
,,,     U.S.$1.00 = SDR,0.871199,
,,,       SDR1 = US$,1.14784,0.474
,,,,,
01-Feb-82,Deutsche mark,0.46,2.3396,0.196615,-1.338
01-Feb-82,French franc,0.74,5.9525,0.124318,-1.324
01-Feb-82,Japanese yen,34,231.32,0.146983,-1.254
01-Feb-82,U.K. pound,0.071,1.869,0.132699,-0.77
01-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.140615,
,,,     U.S.$1.00 = SDR,0.87672,
,,,       SDR1 = US$,1.14062,-0.629
,,,,,
02-Feb-82,Deutsche mark,0.46,2.364,0.194585,-1.032
02-Feb-82,French franc,0.74,6.0115,0.123097,-0.981
02-Feb-82,Japanese yen,34,233.12,0.145848,-0.772
02-Feb-82,U.K. pound,0.071,1.8551,0.131712,-0.744
02-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.135242,
,,,     U.S.$1.00 = SDR,0.880869,
,,,       SDR1 = US$,1.13524,-0.472
,,,,,
03-Feb-82,Deutsche mark,0.46,2.3435,0.196288,0.875
03-Feb-82,French franc,0.74,5.9612,0.124136,0.844
03-Feb-82,Japanese yen,34,233.36,0.145698,-0.103
03-Feb-82,U.K. pound,0.071,1.8705,0.132806,0.83
03-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.138928,
,,,     U.S.$1.00 = SDR,0.878019,
,,,       SDR1 = US$,1.13893,0.325
,,,,,
04-Feb-82,Deutsche mark,0.46,2.3491,0.19582,-0.238
04-Feb-82,French franc,0.74,5.978,0.123787,-0.281
04-Feb-82,Japanese yen,34,233.9,0.145361,-0.231
04-Feb-82,U.K. pound,0.071,1.8666,0.132529,-0.209
04-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.137497,
,,,     U.S.$1.00 = SDR,0.879123,
,,,       SDR1 = US$,1.1375,-0.126
,,,,,
05-Feb-82,Deutsche mark,0.46,2.338,0.196749,0.475
05-Feb-82,French franc,0.74,5.9425,0.124527,0.597
05-Feb-82,Japanese yen,34,232.8,0.146048,0.473
05-Feb-82,U.K. pound,0.071,1.8673,0.132578,0.038
05-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.139902,
,,,     U.S.$1.00 = SDR,0.877268,
,,,       SDR1 = US$,1.1399,0.211
,,,,,
08-Feb-82,Deutsche mark,0.46,2.3485,0.19587,-0.447
08-Feb-82,French franc,0.74,5.97,0.123953,-0.461
08-Feb-82,Japanese yen,34,233.9,0.145361,-0.47
08-Feb-82,U.K. pound,0.071,1.8603,0.132081,-0.375
08-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.137265,
,,,     U.S.$1.00 = SDR,0.879303,
,,,       SDR1 = US$,1.13727,-0.231
,,,,,
09-Feb-82,Deutsche mark,0.46,2.3745,0.193725,-1.095
09-Feb-82,French franc,0.74,6.0337,0.122644,-1.056
09-Feb-82,Japanese yen,34,236.77,0.143599,-1.212
09-Feb-82,U.K. pound,0.071,1.8434,0.130881,-0.908
09-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.130849,
,,,     U.S.$1.00 = SDR,0.884291,
,,,       SDR1 = US$,1.13085,-0.565
,,,,,
10-Feb-82,Deutsche mark,0.46,2.3661,0.194413,0.355
10-Feb-82,French franc,0.74,6.007,0.12319,0.444
10-Feb-82,Japanese yen,34,236.02,0.144056,0.318
10-Feb-82,U.K. pound,0.071,1.851,0.131421,0.412
10-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.13308,
,,,     U.S.$1.00 = SDR,0.88255,
,,,       SDR1 = US$,1.13308,0.197
,,,,,
11-Feb-82,Deutsche mark,0.46,2.3616,0.194783,0.191
11-Feb-82,French franc,0.74,5.9927,0.123484,0.239
11-Feb-82,Japanese yen,34,235.75,0.144221,0.115
11-Feb-82,U.K. pound,0.071,1.8519,0.131485,0.049
11-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.133973,
,,,     U.S.$1.00 = SDR,0.881855,
,,,       SDR1 = US$,1.13397,0.079
,,,,,
12-Feb-82,Deutsche mark,0.46,2.382,0.193115,-0.856
12-Feb-82,French franc,0.74,6.0425,0.122466,-0.824
12-Feb-82,Japanese yen,34,238.82,0.142367,-1.285
12-Feb-82,U.K. pound,0.071,1.8387,0.130548,-0.713
12-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.128496,
,,,     U.S.$1.00 = SDR,0.886135,
,,,       SDR1 = US$,1.1285,-0.482
,,,,,
15-Feb-82,Deutsche mark,0.46,2.4005,0.191627,-0.771
15-Feb-82,French franc,0.74,6.0887,0.121537,-0.759
15-Feb-82,Japanese yen,34,240.7,0.141255,-0.781
15-Feb-82,U.K. pound,0.071,1.8272,0.129731,-0.625
15-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.12415,
,,,     U.S.$1.00 = SDR,0.889561,
,,,       SDR1 = US$,1.12415,-0.385
,,,,,
16-Feb-82,Deutsche mark,0.46,2.3984,0.191795,0.088
16-Feb-82,French franc,0.74,6.083,0.121651,0.094
16-Feb-82,Japanese yen,34,240.75,0.141225,-0.021
16-Feb-82,U.K. pound,0.071,1.831,0.130001,0.208
16-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.124672,
,,,     U.S.$1.00 = SDR,0.889148,
,,,       SDR1 = US$,1.12467,0.046
,,,,,
17-Feb-82,Deutsche mark,0.46,2.3882,0.192614,0.427
17-Feb-82,French franc,0.74,6.065,0.122012,0.297
17-Feb-82,Japanese yen,34,239.25,0.142111,0.627
17-Feb-82,U.K. pound,0.071,1.8383,0.130519,0.399
17-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.127256,
,,,     U.S.$1.00 = SDR,0.88711,
,,,       SDR1 = US$,1.12726,0.23
,,,,,
18-Feb-82,Deutsche mark,0.46,2.3834,0.193002,0.201
18-Feb-82,French franc,0.74,6.055,0.122213,0.165
18-Feb-82,Japanese yen,34,237.37,0.143236,0.792
18-Feb-82,U.K. pound,0.071,1.8428,0.130839,0.245
18-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.12929,
,,,     U.S.$1.00 = SDR,0.885512,
,,,       SDR1 = US$,1.12929,0.18
,,,,,
19-Feb-82,Deutsche mark,0.46,2.3575,0.195122,1.099
19-Feb-82,French franc,0.74,5.9965,0.123405,0.976
19-Feb-82,Japanese yen,34,232.4,0.146299,2.139
19-Feb-82,U.K. pound,0.071,1.8583,0.131939,0.841
19-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.136765,
,,,     U.S.$1.00 = SDR,0.879689,
,,,       SDR1 = US$,1.13677,0.662
,,,,,
22-Feb-82,Deutsche mark,0.46,2.349,0.195828,0.362
22-Feb-82,French franc,0.74,5.9875,0.123591,0.15
22-Feb-82,Japanese yen,34,232.65,0.146142,-0.107
22-Feb-82,U.K. pound,0.071,1.852,0.131492,-0.339
22-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.137053,
,,,     U.S.$1.00 = SDR,0.879466,
,,,       SDR1 = US$,1.13705,0.025
,,,,,
23-Feb-82,Deutsche mark,0.46,2.3615,0.194791,-0.529
23-Feb-82,French franc,0.74,6.0187,0.12295,-0.518
23-Feb-82,Japanese yen,34,234.35,0.145082,-0.725
23-Feb-82,U.K. pound,0.071,1.8395,0.130605,-0.675
23-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.133428,
,,,     U.S.$1.00 = SDR,0.882279,
,,,       SDR1 = US$,1.13343,-0.318
,,,,,
24-Feb-82,Deutsche mark,0.46,2.3608,0.194849,0.03
24-Feb-82,French franc,0.74,6.0187,0.12295,0
24-Feb-82,Japanese yen,34,234,0.145299,0.15
24-Feb-82,U.K. pound,0.071,1.8296,0.129902,-0.538
24-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.133,
,,,     U.S.$1.00 = SDR,0.882613,
,,,       SDR1 = US$,1.133,-0.038
,,,,,
25-Feb-82,Deutsche mark,0.46,2.3761,0.193595,-0.644
25-Feb-82,French franc,0.74,6.054,0.122233,-0.583
25-Feb-82,Japanese yen,34,236.1,0.144007,-0.889
25-Feb-82,U.K. pound,0.071,1.8265,0.129682,-0.169
25-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.129517,
,,,     U.S.$1.00 = SDR,0.885334,
,,,       SDR1 = US$,1.12952,-0.307
,,,,,
26-Feb-82,Deutsche mark,0.46,2.385,0.192872,-0.373
26-Feb-82,French franc,0.74,6.076,0.121791,-0.362
26-Feb-82,Japanese yen,34,237.25,0.143309,-0.485
26-Feb-82,U.K. pound,0.071,1.8157,0.128915,-0.591
26-Feb-82,U.S. dollar,0.54,1,0.54,0
,,,,1.126887,
,,,     U.S.$1.00 = SDR,0.8874,
,,,       SDR1 = US$,1.12689,-0.233
,,,,,
01-Mar-82,Deutsche mark,0.46,2.3855,0.192832,-0.021
01-Mar-82,French franc,0.74,6.0845,0.121621,-0.14
01-Mar-82,Japanese yen,34,237.47,0.143176,-0.093
01-Mar-82,U.K. pound,0.071,1.8224,0.12939,0.369
01-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.127019,
,,,     U.S.$1.00 = SDR,0.887296,
,,,       SDR1 = US$,1.12702,0.012
,,,,,
02-Mar-82,Deutsche mark,0.46,2.3742,0.193749,0.476
02-Mar-82,French franc,0.74,6.059,0.122132,0.421
02-Mar-82,Japanese yen,34,237.57,0.143116,-0.042
02-Mar-82,U.K. pound,0.071,1.823,0.129433,0.033
02-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.12843,
,,,     U.S.$1.00 = SDR,0.886187,
,,,       SDR1 = US$,1.12843,0.125
,,,,,
03-Mar-82,Deutsche mark,0.46,2.3676,0.19429,0.279
03-Mar-82,French franc,0.74,6.05,0.122314,0.149
03-Mar-82,Japanese yen,34,235.97,0.144086,0.678
03-Mar-82,U.K. pound,0.071,1.8208,0.129277,-0.121
03-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.129967,
,,,     U.S.$1.00 = SDR,0.884982,
,,,       SDR1 = US$,1.12997,0.136
,,,,,
04-Mar-82,Deutsche mark,0.46,2.3689,0.194183,-0.055
04-Mar-82,French franc,0.74,6.056,0.122193,-0.099
04-Mar-82,Japanese yen,34,236.52,0.143751,-0.233
04-Mar-82,U.K. pound,0.071,1.8255,0.129611,0.258
04-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.129738,
,,,     U.S.$1.00 = SDR,0.885161,
,,,       SDR1 = US$,1.12974,-0.02
,,,,,
05-Mar-82,Deutsche mark,0.46,2.3478,0.195928,0.899
05-Mar-82,French franc,0.74,6.0037,0.123257,0.871
05-Mar-82,Japanese yen,34,234.85,0.144773,0.711
05-Mar-82,U.K. pound,0.071,1.8395,0.130605,0.767
05-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.134563,
,,,     U.S.$1.00 = SDR,0.881397,
,,,       SDR1 = US$,1.13456,0.427
,,,,,
08-Mar-82,Deutsche mark,0.46,2.3382,0.196733,0.411
08-Mar-82,French franc,0.74,5.989,0.12356,0.245
08-Mar-82,Japanese yen,34,233.8,0.145423,0.449
08-Mar-82,U.K. pound,0.071,1.8295,0.129895,-0.544
08-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.135611,
,,,     U.S.$1.00 = SDR,0.880583,
,,,       SDR1 = US$,1.13561,0.093
,,,,,
09-Mar-82,Deutsche mark,0.46,2.3595,0.194957,-0.903
09-Mar-82,French franc,0.74,6.0427,0.122462,-0.889
09-Mar-82,Japanese yen,34,236.05,0.144037,-0.953
09-Mar-82,U.K. pound,0.071,1.8095,0.128475,-1.093
09-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.129931,
,,,     U.S.$1.00 = SDR,0.88501,
,,,       SDR1 = US$,1.12993,-0.5
,,,,,
10-Mar-82,Deutsche mark,0.46,2.3616,0.194783,-0.089
10-Mar-82,French franc,0.74,6.0472,0.122371,-0.074
10-Mar-82,Japanese yen,34,237.52,0.143146,-0.619
10-Mar-82,U.K. pound,0.071,1.8113,0.128602,0.099
10-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.128902,
,,,     U.S.$1.00 = SDR,0.885816,
,,,       SDR1 = US$,1.1289,-0.091
,,,,,
11-Mar-82,Deutsche mark,0.46,2.3607,0.194857,0.038
11-Mar-82,French franc,0.74,6.0482,0.12235,-0.017
11-Mar-82,Japanese yen,34,237.87,0.142935,-0.147
11-Mar-82,U.K. pound,0.071,1.8107,0.12856,-0.033
11-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.128702,
,,,     U.S.$1.00 = SDR,0.885973,
,,,       SDR1 = US$,1.1287,-0.018
,,,,,
12-Mar-82,Deutsche mark,0.46,2.3765,0.193562,-0.665
12-Mar-82,French franc,0.74,6.0932,0.121447,-0.739
12-Mar-82,Japanese yen,34,239.73,0.141826,-0.776
12-Mar-82,U.K. pound,0.071,1.8023,0.127963,-0.464
12-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.124798,
,,,     U.S.$1.00 = SDR,0.889049,
,,,       SDR1 = US$,1.1248,-0.346
,,,,,
15-Mar-82,Deutsche mark,0.46,2.3672,0.194322,0.393
15-Mar-82,French franc,0.74,6.0737,0.121837,0.321
15-Mar-82,Japanese yen,34,239.12,0.142188,0.255
15-Mar-82,U.K. pound,0.071,1.807,0.128297,0.261
15-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.126644,
,,,     U.S.$1.00 = SDR,0.887592,
,,,       SDR1 = US$,1.12664,0.164
,,,,,
16-Mar-82,Deutsche mark,0.46,2.3793,0.193334,-0.509
16-Mar-82,French franc,0.74,6.1255,0.120806,-0.846
16-Mar-82,Japanese yen,34,242.1,0.140438,-1.231
16-Mar-82,U.K. pound,0.071,1.8074,0.128325,0.022
16-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.122903,
,,,     U.S.$1.00 = SDR,0.890549,
,,,       SDR1 = US$,1.1229,-0.332
,,,,,
17-Mar-82,Deutsche mark,0.46,2.3755,0.193643,0.16
17-Mar-82,French franc,0.74,6.131,0.120698,-0.09
17-Mar-82,Japanese yen,34,241.32,0.140892,0.323
17-Mar-82,U.K. pound,0.071,1.8077,0.128347,0.017
17-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.12358,
,,,     U.S.$1.00 = SDR,0.890012,
,,,       SDR1 = US$,1.12358,0.061
,,,,,
18-Mar-82,Deutsche mark,0.46,2.374,0.193766,0.063
18-Mar-82,French franc,0.74,6.18,0.119741,-0.793
18-Mar-82,Japanese yen,34,241.07,0.141038,0.104
18-Mar-82,U.K. pound,0.071,1.81,0.12851,0.127
18-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.123055,
,,,     U.S.$1.00 = SDR,0.890428,
,,,       SDR1 = US$,1.12306,-0.046
,,,,,
19-Mar-82,Deutsche mark,0.46,2.3844,0.192921,-0.436
19-Mar-82,French franc,0.74,6.2205,0.118961,-0.651
19-Mar-82,Japanese yen,34,243.62,0.139562,-1.047
19-Mar-82,U.K. pound,0.071,1.802,0.127942,-0.442
19-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.119386,
,,,     U.S.$1.00 = SDR,0.893347,
,,,       SDR1 = US$,1.11939,-0.327
,,,,,
22-Mar-82,Deutsche mark,0.46,2.3883,0.192606,-0.163
22-Mar-82,French franc,0.74,6.2447,0.1185,-0.388
22-Mar-82,Japanese yen,34,244.27,0.13919,-0.266
22-Mar-82,U.K. pound,0.071,1.8035,0.128049,0.083
22-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.118345,
,,,     U.S.$1.00 = SDR,0.894178,
,,,       SDR1 = US$,1.11835,-0.093
,,,,,
23-Mar-82,Deutsche mark,0.46,2.3941,0.192139,-0.242
23-Mar-82,French franc,0.74,6.2725,0.117975,-0.443
23-Mar-82,Japanese yen,34,245.4,0.138549,-0.46
23-Mar-82,U.K. pound,0.071,1.8027,0.127992,-0.044
23-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.116655,
,,,     U.S.$1.00 = SDR,0.895532,
,,,       SDR1 = US$,1.11666,-0.151
,,,,,
24-Mar-82,Deutsche mark,0.46,2.3805,0.193237,0.571
24-Mar-82,French franc,0.74,6.225,0.118876,0.763
24-Mar-82,Japanese yen,34,242.01,0.14049,1.401
24-Mar-82,U.K. pound,0.071,1.8077,0.128347,0.277
24-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.12095,
,,,     U.S.$1.00 = SDR,0.8921,
,,,       SDR1 = US$,1.12095,0.384
,,,,,
25-Mar-82,Deutsche mark,0.46,2.3923,0.192284,-0.493
25-Mar-82,French franc,0.74,6.243,0.118533,-0.288
25-Mar-82,Japanese yen,34,244.82,0.138878,-1.148
25-Mar-82,U.K. pound,0.071,1.8036,0.128056,-0.227
25-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.117751,
,,,     U.S.$1.00 = SDR,0.894654,
,,,       SDR1 = US$,1.11775,-0.285
,,,,,
26-Mar-82,Deutsche mark,0.46,2.3983,0.191803,-0.25
26-Mar-82,French franc,0.74,6.267,0.118079,-0.383
26-Mar-82,Japanese yen,34,247.55,0.137346,-1.103
26-Mar-82,U.K. pound,0.071,1.7876,0.12692,-0.887
26-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.114148,
,,,     U.S.$1.00 = SDR,0.897547,
,,,       SDR1 = US$,1.11415,-0.322
,,,,,
29-Mar-82,Deutsche mark,0.46,2.41,0.190871,-0.485
29-Mar-82,French franc,0.74,6.2815,0.117806,-0.231
29-Mar-82,Japanese yen,34,247.65,0.137291,-0.04
29-Mar-82,U.K. pound,0.071,1.785,0.126735,-0.145
29-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.112703,
,,,     U.S.$1.00 = SDR,0.898712,
,,,       SDR1 = US$,1.1127,-0.13
,,,,,
30-Mar-82,Deutsche mark,0.46,2.4155,0.190437,-0.228
30-Mar-82,French franc,0.74,6.2462,0.118472,0.565
30-Mar-82,Japanese yen,34,246.4,0.137987,0.507
30-Mar-82,U.K. pound,0.071,1.7817,0.126501,-0.185
30-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.113397,
,,,     U.S.$1.00 = SDR,0.898152,
,,,       SDR1 = US$,1.1134,0.063
,,,,,
31-Mar-82,Deutsche mark,0.46,2.4141,0.190547,0.058
31-Mar-82,French franc,0.74,6.2445,0.118504,0.027
31-Mar-82,Japanese yen,34,247.2,0.13754,-0.324
31-Mar-82,U.K. pound,0.071,1.7817,0.126501,0
31-Mar-82,U.S. dollar,0.54,1,0.54,0
,,,,1.113092,
,,,     U.S.$1.00 = SDR,0.898398,
,,,       SDR1 = US$,1.11309,-0.028
,,,,,
